"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TCS","EQ","23-Feb-2016","       2315.90","       2310.25","       2319.90","       2256.75","       2258.10","       2264.00","       2277.26","     653426","          1488024069.40","      42218","     445387","         68.16"
"TCS","EQ","24-Feb-2016","       2264.00","       2262.45","       2262.45","       2201.20","       2216.00","       2210.95","       2230.36","     829664","          1850451615.05","      38290","     574352","         69.23"
"TCS","EQ","25-Feb-2016","       2210.95","       2219.80","       2228.00","       2185.65","       2224.20","       2212.85","       2204.85","     915278","          2018048988.10","      45678","     673667","         73.60"
"TCS","EQ","26-Feb-2016","       2212.85","       2229.70","       2256.90","       2199.60","       2219.90","       2210.50","       2218.03","     768768","          1705153693.50","      37353","     521706","         67.86"
"TCS","EQ","29-Feb-2016","       2210.50","       2237.00","       2237.00","       2115.00","       2172.00","       2176.80","       2184.95","    1095859","          2394398681.65","      47672","     679639","         62.02"
"TCS","EQ","01-Mar-2016","       2176.80","       2193.00","       2285.10","       2162.00","       2281.00","       2276.65","       2257.79","     999880","          2257516902.50","      50318","     643213","         64.33"
"TCS","EQ","02-Mar-2016","       2276.65","       2305.00","       2330.00","       2256.25","       2320.10","       2318.85","       2288.84","     763743","          1748081932.10","      42118","     438079","         57.36"
"TCS","EQ","03-Mar-2016","       2318.85","       2336.00","       2391.00","       2301.00","       2369.40","       2373.15","       2356.33","    1324142","          3120109870.55","      61441","     797518","         60.23"
"TCS","EQ","04-Mar-2016","       2373.15","       2380.00","       2380.00","       2349.55","       2369.85","       2357.55","       2362.52","     756483","          1787209075.40","      32716","     419647","         55.47"
"TCS","EQ","08-Mar-2016","       2357.55","       2342.10","       2367.00","       2304.20","       2351.00","       2354.30","       2342.85","     634076","          1485546744.90","      33078","     350804","         55.33"
"TCS","EQ","09-Mar-2016","       2354.30","       2341.00","       2369.40","       2295.15","       2360.00","       2357.25","       2326.68","    1008892","          2347365913.20","      45459","     607451","         60.21"
"TCS","EQ","10-Mar-2016","       2357.25","       2356.05","       2359.85","       2314.95","       2347.00","       2348.30","       2329.26","     830833","          1935228919.75","      47391","     514311","         61.90"
"TCS","EQ","11-Mar-2016","       2348.30","       2340.00","       2390.85","       2335.00","       2360.00","       2365.25","       2369.33","     765264","          1813160612.10","      60976","     381295","         49.83"
"TCS","EQ","14-Mar-2016","       2365.25","       2362.00","       2398.00","       2340.00","       2346.10","       2355.00","       2361.38","     818371","          1932483561.60","      50401","     532800","         65.10"
"TCS","EQ","15-Mar-2016","       2355.00","       2349.05","       2363.50","       2320.10","       2330.25","       2329.90","       2333.27","     811678","          1893864662.90","      34040","     519577","         64.01"
"TCS","EQ","16-Mar-2016","       2329.90","       2315.00","       2332.00","       2306.90","       2323.55","       2327.05","       2320.16","     959123","          2225314511.30","      47662","     648450","         67.61"
"TCS","EQ","17-Mar-2016","       2327.05","       2334.00","       2361.80","       2332.00","       2349.00","       2352.05","       2347.85","    1110544","          2607391322.65","      51558","     820690","         73.90"
"TCS","EQ","18-Mar-2016","       2352.05","       2360.00","       2430.00","       2360.00","       2421.40","       2425.85","       2408.60","    1602035","          3858668680.50","     102942","    1152246","         71.92"
"TCS","EQ","21-Mar-2016","       2425.85","       2426.00","       2454.95","       2420.00","       2449.05","       2446.25","       2434.69","    1168491","          2844918942.20","      68915","     855867","         73.25"
"TCS","EQ","22-Mar-2016","       2446.25","       2442.00","       2485.00","       2436.50","       2470.65","       2473.10","       2456.21","     975992","          2397240026.25","      63517","     541794","         55.51"
"TCS","EQ","23-Mar-2016","       2473.10","       2487.90","       2487.90","       2457.30","       2479.60","       2473.80","       2473.02","    1139217","          2817311940.50","      55908","     698388","         61.30"
"TCS","EQ","28-Mar-2016","       2473.80","       2491.00","       2517.15","       2461.55","       2476.00","       2473.40","       2478.01","    1660441","          4114582547.10","      82490","    1133446","         68.26"
"TCS","EQ","29-Mar-2016","       2473.40","       2478.00","       2486.95","       2455.00","       2462.40","       2469.40","       2472.49","     919398","          2273205293.65","      32196","     650064","         70.71"
"TCS","EQ","30-Mar-2016","       2469.40","       2470.90","       2505.00","       2460.00","       2490.00","       2489.50","       2490.18","    1068252","          2660138879.55","      66443","     840002","         78.63"
"TCS","EQ","31-Mar-2016","       2489.50","       2478.30","       2550.00","       2472.15","       2530.00","       2520.30","       2510.45","    2181982","          5477752815.80","      76600","    1371053","         62.84"
"TCS","EQ","01-Apr-2016","       2520.30","       2505.00","       2520.85","       2434.10","       2458.00","       2453.90","       2467.96","    1520700","          3753029123.65","      86567","     990990","         65.17"
"TCS","EQ","04-Apr-2016","       2453.90","       2456.00","       2488.00","       2447.00","       2476.40","       2471.25","       2462.56","     876176","          2157634013.40","      56839","     541245","         61.77"
"TCS","EQ","05-Apr-2016","       2471.25","       2470.80","       2484.90","       2442.05","       2460.00","       2462.75","       2459.72","     745897","          1834699992.80","      39144","     438819","         58.83"
"TCS","EQ","06-Apr-2016","       2462.75","       2470.00","       2489.00","       2459.35","       2481.00","       2481.90","       2477.67","     881575","          2184255309.75","      48213","     578096","         65.58"
"TCS","EQ","07-Apr-2016","       2481.90","       2480.00","       2484.70","       2457.00","       2466.25","       2470.80","       2470.69","    1195471","          2953639685.55","      50556","     893942","         74.78"
"TCS","EQ","08-Apr-2016","       2470.80","       2466.00","       2473.70","       2427.00","       2432.00","       2432.05","       2438.52","     699750","          1706355354.15","      51781","     462455","         66.09"
"TCS","EQ","11-Apr-2016","       2432.05","       2433.00","       2517.00","       2413.00","       2506.05","       2506.65","       2456.71","    1200324","          2948846493.40","      56962","     804709","         67.04"
"TCS","EQ","12-Apr-2016","       2506.65","       2498.00","       2525.00","       2488.10","       2520.05","       2518.15","       2502.73","     651814","          1631314698.85","      41843","     379191","         58.17"
"TCS","EQ","13-Apr-2016","       2518.15","       2530.00","       2545.00","       2512.50","       2528.00","       2526.20","       2524.85","     800734","          2021736752.75","      51204","     497799","         62.17"
"TCS","EQ","18-Apr-2016","       2526.20","       2453.00","       2553.50","       2440.00","       2522.40","       2519.75","       2495.75","    3560752","          8886759956.75","     185897","    1683724","         47.29"
"TCS","EQ","20-Apr-2016","       2519.75","       2534.90","       2534.90","       2440.00","       2453.00","       2450.35","       2472.11","    3202512","          7916958058.35","     118381","    1605452","         50.13"
"TCS","EQ","21-Apr-2016","       2450.35","       2451.00","       2467.40","       2412.20","       2418.20","       2424.40","       2440.23","    1262862","          3081673106.25","      64118","     668774","         52.96"
"TCS","EQ","22-Apr-2016","       2424.40","       2419.00","       2435.40","       2404.20","       2423.40","       2417.05","       2420.24","     982063","          2376831048.35","      54414","     558188","         56.84"
"TCS","EQ","25-Apr-2016","       2417.05","       2402.30","       2457.05","       2402.30","       2453.00","       2451.25","       2441.63","    1133827","          2768388615.85","      56820","     760631","         67.09"
"TCS","EQ","26-Apr-2016","       2451.25","       2449.00","       2493.50","       2442.00","       2488.00","       2489.80","       2473.61","    1277184","          3159254631.30","      76806","     850243","         66.57"
"TCS","EQ","27-Apr-2016","       2489.80","       2480.00","       2514.60","       2475.90","       2511.50","       2511.10","       2502.32","     924335","          2312980759.75","      58165","     644463","         69.72"
"TCS","EQ","28-Apr-2016","       2511.10","       2501.30","       2540.00","       2498.10","       2527.00","       2527.75","       2526.07","    2496372","          6306021297.40","      93432","    1837651","         73.61"
"TCS","EQ","29-Apr-2016","       2527.75","       2517.00","       2542.00","       2510.00","       2540.10","       2535.50","       2529.22","    1186089","          2999874438.90","      78355","     815255","         68.73"
"TCS","EQ","02-May-2016","       2535.50","       2529.00","       2530.00","       2500.00","       2525.10","       2526.70","       2516.27","     558346","          1404946984.40","      33410","     336693","         60.30"
"TCS","EQ","03-May-2016","       2526.70","       2525.00","       2530.00","       2472.00","       2473.90","       2478.10","       2496.18","    1076559","          2687283771.80","      46517","     674261","         62.63"
"TCS","EQ","04-May-2016","       2478.10","       2473.90","       2494.05","       2457.00","       2478.00","       2478.00","       2472.40","     682446","          1687276873.00","      32957","     434174","         63.62"
"TCS","EQ","05-May-2016","       2478.00","       2478.00","       2489.95","       2463.55","       2469.30","       2470.30","       2472.47","     623283","          1541048678.15","      34994","     393436","         63.12"
"TCS","EQ","06-May-2016","       2470.30","       2465.00","       2484.30","       2431.00","       2479.00","       2473.40","       2456.60","     442799","          1087778645.55","      29141","     247145","         55.81"
"TCS","EQ","09-May-2016","       2473.40","       2473.40","       2518.00","       2456.40","       2514.60","       2512.55","       2499.22","     910638","          2275885334.45","      50476","     553930","         60.83"
"TCS","EQ","10-May-2016","       2512.55","       2515.00","       2533.95","       2496.00","       2522.90","       2522.90","       2515.63","     579267","          1457224317.35","      47846","     296598","         51.20"
"TCS","EQ","11-May-2016","       2522.90","       2500.00","       2525.60","       2490.00","       2524.80","       2518.30","       2514.08","     799358","          2009648151.90","      37888","     504838","         63.16"
"TCS","EQ","12-May-2016","       2518.30","       2520.55","       2569.90","       2520.55","       2566.00","       2566.20","       2554.51","     756541","          1932590566.45","      52202","     437035","         57.77"
"TCS","EQ","13-May-2016","       2566.20","       2565.00","       2566.00","       2510.15","       2525.00","       2523.40","       2530.28","     810865","          2051718778.45","      36862","     485088","         59.82"
"TCS","EQ","16-May-2016","       2523.40","       2538.00","       2564.80","       2522.50","       2552.75","       2551.15","       2543.39","     555763","          1413523384.30","      38211","     306818","         55.21"
"TCS","EQ","17-May-2016","       2551.15","       2564.20","       2591.25","       2552.00","       2570.00","       2570.20","       2572.85","     878349","          2259857856.80","      75704","     604405","         68.81"
"TCS","EQ","18-May-2016","       2570.20","       2565.85","       2565.85","       2526.05","       2553.00","       2551.10","       2543.29","     750370","          1908411835.35","      48191","     447136","         59.59"
"TCS","EQ","19-May-2016","       2551.10","       2555.00","       2560.00","       2526.10","       2555.00","       2556.95","       2548.52","     519396","          1323692275.05","      38811","     317123","         61.06"
"TCS","EQ","20-May-2016","       2556.95","       2542.30","       2565.80","       2522.80","       2529.90","       2529.30","       2542.91","     615459","          1565057535.90","      43356","     393072","         63.87"
"TCS","EQ","23-May-2016","       2529.30","       2544.00","       2545.90","       2480.20","       2483.00","       2491.45","       2510.13","     766508","          1924036943.55","      27319","     539677","         70.41"
"TCS","EQ","24-May-2016","       2491.45","       2484.00","       2488.25","       2459.60","       2468.60","       2467.70","       2467.63","     669579","          1652275660.35","      30007","     520162","         77.68"
"TCS","EQ","25-May-2016","       2467.70","       2481.00","       2532.95","       2481.00","       2520.95","       2526.45","       2514.12","     774339","          1946783700.20","      26986","     603628","         77.95"
"TCS","EQ","26-May-2016","       2526.45","       2530.00","       2564.90","       2505.10","       2560.00","       2548.70","       2537.20","     971624","          2465202922.30","      59703","     696644","         71.70"
"TCS","EQ","27-May-2016","       2548.70","       2553.15","       2579.85","       2550.60","       2577.00","       2572.65","       2566.93","     552338","          1417814940.40","      44676","     282889","         51.22"
"TCS","EQ","30-May-2016","       2572.65","       2583.00","       2641.95","       2582.00","       2636.05","       2636.40","       2617.50","     674732","          1766111536.45","      46344","     371709","         55.09"
"TCS","EQ","31-May-2016","       2636.40","       2640.00","       2647.00","       2562.00","       2567.50","       2569.40","       2581.37","    1861304","          4804709389.70","      84299","    1333274","         71.63"
"TCS","EQ","01-Jun-2016","       2569.40","       2571.20","       2645.00","       2571.00","       2633.90","       2633.55","       2625.05","     955971","          2509470849.20","      67647","     573454","         59.99"
"TCS","EQ","02-Jun-2016","       2633.55","       2600.00","       2654.30","       2600.00","       2654.00","       2650.15","       2635.94","     704378","          1856699431.40","      57624","     408196","         57.95"
"TCS","EQ","03-Jun-2016","       2650.15","       2651.40","       2658.00","       2620.50","       2628.00","       2629.55","       2631.87","     777461","          2046178881.75","      59436","     555925","         71.51"
"TCS","EQ","06-Jun-2016","       2629.55","       2620.50","       2639.00","       2603.20","       2610.00","       2612.50","       2618.59","     661013","          1730919629.55","      35241","     416399","         62.99"
"TCS","EQ","07-Jun-2016","       2612.50","       2614.00","       2639.00","       2613.00","       2631.60","       2631.15","       2628.62","     601097","          1580055394.90","      43777","     400449","         66.62"
"TCS","EQ","08-Jun-2016","       2631.15","       2617.25","       2628.55","       2605.50","       2615.00","       2613.10","       2615.77","     469133","          1227142241.65","      26407","     310877","         66.27"
"TCS","EQ","09-Jun-2016","       2613.10","       2622.40","       2622.40","       2555.20","       2581.90","       2577.25","       2581.13","     781069","          2016042632.05","      51060","     485172","         62.12"
"TCS","EQ","10-Jun-2016","       2577.25","       2566.00","       2603.25","       2553.20","       2554.00","       2555.75","       2571.67","     698416","          1796098182.05","      46466","     419054","         60.00"
"TCS","EQ","13-Jun-2016","       2555.75","       2540.00","       2553.35","       2518.00","       2545.25","       2547.00","       2538.25","     514989","          1307170875.45","      32894","     290396","         56.39"
"TCS","EQ","14-Jun-2016","       2547.00","       2558.95","       2558.95","       2518.25","       2540.00","       2534.85","       2531.47","     488785","          1237344284.00","      55026","     308524","         63.12"
"TCS","EQ","15-Jun-2016","       2534.85","       2530.00","       2564.90","       2522.00","       2558.50","       2556.85","       2540.82","     635422","          1614492174.20","      52990","     434986","         68.46"
"TCS","EQ","16-Jun-2016","       2556.85","       2545.55","       2564.70","       2516.45","       2557.00","       2558.30","       2539.78","     572535","          1454113954.05","      59808","     354886","         61.99"
"TCS","EQ","17-Jun-2016","       2558.30","       2559.00","       2610.00","       2559.00","       2600.00","       2602.60","       2590.05","     939494","          2433336684.35","      46942","     678061","         72.17"
"TCS","EQ","20-Jun-2016","       2602.60","       2602.60","       2668.00","       2591.80","       2657.00","       2659.30","       2647.08","     936419","          2478779488.85","      50886","     622902","         66.52"
"TCS","EQ","21-Jun-2016","       2659.30","       2663.50","       2665.00","       2641.40","       2646.00","       2651.20","       2650.08","     513845","          1361728432.60","      28193","     354624","         69.01"
"TCS","EQ","22-Jun-2016","       2651.20","       2650.00","       2677.70","       2631.75","       2661.05","       2667.65","       2660.15","     880856","          2343205233.40","      44125","     553164","         62.80"
"TCS","EQ","23-Jun-2016","       2667.65","       2655.00","       2659.50","       2625.30","       2644.45","       2645.35","       2642.78","     698507","          1846002543.75","      54736","     449412","         64.34"
"TCS","EQ","24-Jun-2016","       2645.35","       2565.15","       2593.20","       2514.15","       2568.00","       2573.95","       2559.15","    1883293","          4819631293.95","      62715","    1172473","         62.26"
"TCS","EQ","27-Jun-2016","       2573.95","       2547.00","       2547.00","       2482.65","       2496.70","       2495.85","       2499.20","    2136283","          5338993014.80","     138232","    1462323","         68.45"
"TCS","EQ","28-Jun-2016","       2495.85","       2495.85","       2502.90","       2458.40","       2464.00","       2463.95","       2479.12","    2249762","          5577424971.25","     114662","    1754654","         77.99"
"TCS","EQ","29-Jun-2016","       2463.95","       2475.00","       2512.50","       2465.30","       2500.00","       2502.90","       2489.12","    1265632","          3150311553.80","      64129","     904197","         71.44"
"TCS","EQ","30-Jun-2016","       2502.90","       2522.00","       2562.90","       2500.35","       2548.05","       2553.10","       2532.82","    2560906","          6486314138.05","     103449","    1864313","         72.80"
